SimpleMLP(
  (features): Sequential(
    (0): Linear(in_features=91, out_features=1000, bias=True)
    (1): ReLU(inplace=True)
0it [00:00, ?it/s]
Epoch 75 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0256
	Loss_MB/train_phase/train_stream/Task000 = 0.0073
	Time_Epoch/train_phase/train_stream/Task000 = 0.0874
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 76 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0242
	Loss_MB/train_phase/train_stream/Task000 = 0.0360
	Time_Epoch/train_phase/train_stream/Task000 = 0.0883
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 77 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0243
	Loss_MB/train_phase/train_stream/Task000 = 0.0142
	Time_Epoch/train_phase/train_stream/Task000 = 0.0880
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 78 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0256
	Loss_MB/train_phase/train_stream/Task000 = 0.0131
	Time_Epoch/train_phase/train_stream/Task000 = 0.0883
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 79 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0272
	Loss_MB/train_phase/train_stream/Task000 = 0.0140
	Time_Epoch/train_phase/train_stream/Task000 = 0.0878
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9984
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 80 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0254
	Loss_MB/train_phase/train_stream/Task000 = 0.0440
	Time_Epoch/train_phase/train_stream/Task000 = 0.0884
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 81 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0249
	Loss_MB/train_phase/train_stream/Task000 = 0.0536
	Time_Epoch/train_phase/train_stream/Task000 = 0.0876
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9984
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 82 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0232
	Loss_MB/train_phase/train_stream/Task000 = 0.0347
	Time_Epoch/train_phase/train_stream/Task000 = 0.0876
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9984
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 83 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0220
	Loss_MB/train_phase/train_stream/Task000 = 0.0189
	Time_Epoch/train_phase/train_stream/Task000 = 0.0872
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 84 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0221
	Loss_MB/train_phase/train_stream/Task000 = 0.0125
	Time_Epoch/train_phase/train_stream/Task000 = 0.0885
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 85 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0217
	Loss_MB/train_phase/train_stream/Task000 = 0.0429
	Time_Epoch/train_phase/train_stream/Task000 = 0.0882
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 86 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0196
	Loss_MB/train_phase/train_stream/Task000 = 0.0167
	Time_Epoch/train_phase/train_stream/Task000 = 0.0877
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9984
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 87 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0191
	Loss_MB/train_phase/train_stream/Task000 = 0.0197
	Time_Epoch/train_phase/train_stream/Task000 = 0.0877
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 88 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0194
	Loss_MB/train_phase/train_stream/Task000 = 0.0076
	Time_Epoch/train_phase/train_stream/Task000 = 0.0881
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 89 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0206
	Loss_MB/train_phase/train_stream/Task000 = 0.0066
	Time_Epoch/train_phase/train_stream/Task000 = 0.0884
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9984
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 90 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0189
	Loss_MB/train_phase/train_stream/Task000 = 0.0196
	Time_Epoch/train_phase/train_stream/Task000 = 0.0876
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 91 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0172
	Loss_MB/train_phase/train_stream/Task000 = 0.0225
	Time_Epoch/train_phase/train_stream/Task000 = 0.0884
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 92 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0197
	Loss_MB/train_phase/train_stream/Task000 = 0.0223
	Time_Epoch/train_phase/train_stream/Task000 = 0.0882
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9984
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 93 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0177
	Loss_MB/train_phase/train_stream/Task000 = 0.0146
	Time_Epoch/train_phase/train_stream/Task000 = 0.0877
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 94 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0158
	Loss_MB/train_phase/train_stream/Task000 = 0.0132
	Time_Epoch/train_phase/train_stream/Task000 = 0.0883
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 95 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0160
	Loss_MB/train_phase/train_stream/Task000 = 0.0085
	Time_Epoch/train_phase/train_stream/Task000 = 0.0877
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 96 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0175
	Loss_MB/train_phase/train_stream/Task000 = 0.0128
	Time_Epoch/train_phase/train_stream/Task000 = 0.0885
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 97 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0153
	Loss_MB/train_phase/train_stream/Task000 = 0.0123
	Time_Epoch/train_phase/train_stream/Task000 = 0.0881
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 98 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0167
	Loss_MB/train_phase/train_stream/Task000 = 0.0066
	Time_Epoch/train_phase/train_stream/Task000 = 0.0874
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 99 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0147
	Loss_MB/train_phase/train_stream/Task000 = 0.0092
	Time_Epoch/train_phase/train_stream/Task000 = 0.0886
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 100 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0147
	Loss_MB/train_phase/train_stream/Task000 = 0.0085
	Time_Epoch/train_phase/train_stream/Task000 = 0.0882
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 101 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0165
	Loss_MB/train_phase/train_stream/Task000 = 0.0042
	Time_Epoch/train_phase/train_stream/Task000 = 0.0886
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9968
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 102 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0142
	Loss_MB/train_phase/train_stream/Task000 = 0.0036
	Time_Epoch/train_phase/train_stream/Task000 = 0.0878
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 103 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0144
	Loss_MB/train_phase/train_stream/Task000 = 0.0378
	Time_Epoch/train_phase/train_stream/Task000 = 0.0875
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 104 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0159
	Loss_MB/train_phase/train_stream/Task000 = 0.0300
	Time_Epoch/train_phase/train_stream/Task000 = 0.0877
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 105 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0147
	Loss_MB/train_phase/train_stream/Task000 = 0.0091
	Time_Epoch/train_phase/train_stream/Task000 = 0.0879
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9984
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 106 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0133
	Loss_MB/train_phase/train_stream/Task000 = 0.0106
	Time_Epoch/train_phase/train_stream/Task000 = 0.0881
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 107 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0128
	Loss_MB/train_phase/train_stream/Task000 = 0.0113
	Time_Epoch/train_phase/train_stream/Task000 = 0.0886
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 108 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0121
	Loss_MB/train_phase/train_stream/Task000 = 0.0127
	Time_Epoch/train_phase/train_stream/Task000 = 0.0883
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 109 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0130
	Loss_MB/train_phase/train_stream/Task000 = 0.0134
	Time_Epoch/train_phase/train_stream/Task000 = 0.0877
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 110 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0125
	Loss_MB/train_phase/train_stream/Task000 = 0.0089
	Time_Epoch/train_phase/train_stream/Task000 = 0.0878
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 111 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0118
	Loss_MB/train_phase/train_stream/Task000 = 0.0071
	Time_Epoch/train_phase/train_stream/Task000 = 0.0884
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 112 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0110
	Loss_MB/train_phase/train_stream/Task000 = 0.0079
	Time_Epoch/train_phase/train_stream/Task000 = 0.0873
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 113 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0109
	Loss_MB/train_phase/train_stream/Task000 = 0.0097
	Time_Epoch/train_phase/train_stream/Task000 = 0.0881
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 114 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0118
	Loss_MB/train_phase/train_stream/Task000 = 0.0379
	Time_Epoch/train_phase/train_stream/Task000 = 0.0881
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 115 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0116
	Loss_MB/train_phase/train_stream/Task000 = 0.0038
	Time_Epoch/train_phase/train_stream/Task000 = 0.0883
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9984
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 116 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0105
	Loss_MB/train_phase/train_stream/Task000 = 0.0189
	Time_Epoch/train_phase/train_stream/Task000 = 0.0885
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 117 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0095
	Loss_MB/train_phase/train_stream/Task000 = 0.0060
	Time_Epoch/train_phase/train_stream/Task000 = 0.0885
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 118 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0098
	Loss_MB/train_phase/train_stream/Task000 = 0.0258
	Time_Epoch/train_phase/train_stream/Task000 = 0.0880
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 119 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0097
	Loss_MB/train_phase/train_stream/Task000 = 0.0162
	Time_Epoch/train_phase/train_stream/Task000 = 0.0881
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 120 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0104
	Loss_MB/train_phase/train_stream/Task000 = 0.0052
	Time_Epoch/train_phase/train_stream/Task000 = 0.0875
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 121 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0104
	Loss_MB/train_phase/train_stream/Task000 = 0.0230
	Time_Epoch/train_phase/train_stream/Task000 = 0.0878
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 122 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0091
	Loss_MB/train_phase/train_stream/Task000 = 0.0142
	Time_Epoch/train_phase/train_stream/Task000 = 0.0877
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 123 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0089
	Loss_MB/train_phase/train_stream/Task000 = 0.0068
	Time_Epoch/train_phase/train_stream/Task000 = 0.0881
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 124 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0110
	Loss_MB/train_phase/train_stream/Task000 = 0.0014
	Time_Epoch/train_phase/train_stream/Task000 = 0.0881
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 125 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0089
	Loss_MB/train_phase/train_stream/Task000 = 0.0043
	Time_Epoch/train_phase/train_stream/Task000 = 0.0874
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 126 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0088
	Loss_MB/train_phase/train_stream/Task000 = 0.0035
	Time_Epoch/train_phase/train_stream/Task000 = 0.0876
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 127 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0098
	Loss_MB/train_phase/train_stream/Task000 = 0.0243
	Time_Epoch/train_phase/train_stream/Task000 = 0.0879
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9984
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 128 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0093
	Loss_MB/train_phase/train_stream/Task000 = 0.0129
	Time_Epoch/train_phase/train_stream/Task000 = 0.0874
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 129 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0084
	Loss_MB/train_phase/train_stream/Task000 = 0.0042
	Time_Epoch/train_phase/train_stream/Task000 = 0.0877
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 130 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0084
	Loss_MB/train_phase/train_stream/Task000 = 0.0135
	Time_Epoch/train_phase/train_stream/Task000 = 0.0884
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 131 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0085
	Loss_MB/train_phase/train_stream/Task000 = 0.0186
	Time_Epoch/train_phase/train_stream/Task000 = 0.0882
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 132 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0083
	Loss_MB/train_phase/train_stream/Task000 = 0.0063
	Time_Epoch/train_phase/train_stream/Task000 = 0.0879
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 133 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0082
	Loss_MB/train_phase/train_stream/Task000 = 0.0022
	Time_Epoch/train_phase/train_stream/Task000 = 0.0884
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 134 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0082
	Loss_MB/train_phase/train_stream/Task000 = 0.0048
	Time_Epoch/train_phase/train_stream/Task000 = 0.0876
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 135 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0078
	Loss_MB/train_phase/train_stream/Task000 = 0.0171
	Time_Epoch/train_phase/train_stream/Task000 = 0.0877
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 136 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0083
	Loss_MB/train_phase/train_stream/Task000 = 0.0104
	Time_Epoch/train_phase/train_stream/Task000 = 0.0882
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 137 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0067
	Loss_MB/train_phase/train_stream/Task000 = 0.0021
	Time_Epoch/train_phase/train_stream/Task000 = 0.0875
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 138 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0075
	Loss_MB/train_phase/train_stream/Task000 = 0.0032
	Time_Epoch/train_phase/train_stream/Task000 = 0.0876
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 139 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0068
	Loss_MB/train_phase/train_stream/Task000 = 0.0103
	Time_Epoch/train_phase/train_stream/Task000 = 0.0882
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 140 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0064
	Loss_MB/train_phase/train_stream/Task000 = 0.0145
	Time_Epoch/train_phase/train_stream/Task000 = 0.0878
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 141 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0066
	Loss_MB/train_phase/train_stream/Task000 = 0.0044
	Time_Epoch/train_phase/train_stream/Task000 = 0.0876
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 142 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0063
	Loss_MB/train_phase/train_stream/Task000 = 0.0039
	Time_Epoch/train_phase/train_stream/Task000 = 0.0879
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 143 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0057
	Loss_MB/train_phase/train_stream/Task000 = 0.0145
	Time_Epoch/train_phase/train_stream/Task000 = 0.0876
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 144 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0054
	Loss_MB/train_phase/train_stream/Task000 = 0.0014
	Time_Epoch/train_phase/train_stream/Task000 = 0.0888
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 1.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 145 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0059
	Loss_MB/train_phase/train_stream/Task000 = 0.0063
